,open,high,low,close,volume,date_parsed,cont_len,cont_pol,cont_sent,date_year,date_month,date_day,sent_neg,sent_neu,sent_pos,target_variable
212,1539.79,1545.25,1538.11,1541.46,502355712.0,2013-03-06,229.44444444444449,0.13,Positive,2013,3,6,0,0,1,1
213,1541.46,1545.78,1541.46,1544.26,498992384.0,2013-03-07,150.5,0.02,Positive,2013,3,7,0,0,1,1
214,1544.26,1552.48,1542.94,1551.18,487435904.0,2013-03-08,109.75,0.13,Positive,2013,3,8,0,0,1,1
215,1551.15,1556.27,1547.36,1556.22,450470304.0,2013-03-11,128.0,-0.0,Negative,2013,3,11,1,0,0,1
216,1556.22,1556.77,1548.24,1552.48,466648288.0,2013-03-12,17.0,0.13,Positive,2013,3,12,0,0,1,0
217,1552.48,1556.39,1548.25,1554.52,420973952.0,2013-03-13,131.0,0.02,Positive,2013,3,13,0,0,1,1
218,1554.52,1563.32,1554.52,1563.23,504222144.0,2013-03-14,193.3571428571429,0.03,Positive,2013,3,14,0,0,1,1
219,1563.21,1563.62,1555.74,1560.7,820550304.0,2013-03-15,53.333333333333336,-0.030000000000000013,Negative,2013,3,15,1,0,0,0
220,1560.7,1560.7,1545.13,1552.1,507141280.0,2013-03-18,76.7,0.02,Positive,2013,3,18,0,0,1,0
221,1552.1,1557.25,1538.57,1548.34,544881984.0,2013-03-19,74.1,-0.030000000000000013,Negative,2013,3,19,1,0,0,0
222,1548.34,1561.56,1548.34,1558.71,515015072.0,2013-03-20,99.8,0.02,Positive,2013,3,20,0,0,1,1
223,1558.71,1558.71,1543.55,1545.8,524169408.0,2013-03-21,608.5,0.1,Positive,2013,3,21,0,0,1,0
224,1545.9,1557.74,1545.9,1556.89,505786400.0,2013-03-22,55.66666666666666,0.13,Positive,2013,3,22,0,0,1,1
225,1556.89,1564.91,1546.22,1551.69,540532352.0,2013-03-25,86.76923076923077,0.13,Positive,2013,3,25,0,0,1,0
226,1551.69,1563.95,1551.69,1563.77,417852192.0,2013-03-26,71.25,0.0,Neutral,2013,3,26,0,1,0,1
227,1563.75,1564.07,1551.9,1562.85,418415424.0,2013-03-27,177.46153846153845,-0.03,Negative,2013,3,27,1,0,0,0
228,1562.86,1570.28,1561.08,1569.19,673190912.0,2013-03-28,137.5,0.13,Positive,2013,3,28,0,0,1,1
229,1569.18,1570.57,1558.47,1562.17,422775552.0,2013-04-01,96.5,0.13,Positive,2013,4,1,0,0,1,0
230,1562.17,1573.66,1562.17,1570.25,473640320.0,2013-04-02,85.1,0.13,Positive,2013,4,2,0,0,1,1
231,1570.25,1571.47,1549.8,1553.69,587850944.0,2013-04-03,77.5625,0.1,Positive,2013,4,3,0,0,1,0
232,1553.69,1562.6,1552.52,1559.98,481445376.0,2013-04-04,73.18181818181819,-0.030000000000000013,Negative,2013,4,4,1,0,0,1
233,1559.98,1559.98,1539.5,1553.28,558288704.0,2013-04-05,50.0,0.13,Positive,2013,4,5,0,0,1,0
234,1553.26,1563.07,1548.63,1563.07,455851968.0,2013-04-08,168.1860465116279,0.03,Positive,2013,4,8,0,0,1,1
235,1563.11,1573.89,1560.92,1568.61,521582048.0,2013-04-09,47.86206896551724,-0.030000000000000013,Negative,2013,4,9,1,0,0,1
236,1568.61,1589.07,1568.61,1587.73,524612448.0,2013-04-10,157.4,0.01,Positive,2013,4,10,0,0,1,1
237,1587.73,1597.35,1586.17,1593.37,530718944.0,2013-04-11,154.21428571428572,0.11,Positive,2013,4,11,0,0,1,1
238,1593.3,1593.3,1579.97,1588.85,538931392.0,2013-04-12,127.78125,0.01,Positive,2013,4,12,0,0,1,0
239,1588.84,1588.84,1552.28,1552.36,725229120.0,2013-04-15,198.85185185185185,0.13,Positive,2013,4,15,0,0,1,0
240,1552.36,1575.35,1552.36,1574.57,572293824.0,2013-04-16,123.02222222222224,0.1,Positive,2013,4,16,0,0,1,1
241,1574.57,1574.57,1543.69,1552.01,708085120.0,2013-04-17,174.02439024390245,-0.03,Negative,2013,4,17,1,0,0,0
242,1552.03,1554.38,1536.03,1541.61,635698176.0,2013-04-18,223.7083333333333,0.07,Positive,2013,4,18,0,0,1,0
243,1541.61,1555.89,1539.4,1555.25,790566336.0,2013-04-19,93.16666666666669,0.13,Positive,2013,4,19,0,0,1,1
244,1555.25,1565.55,1548.19,1562.5,520923456.0,2013-04-22,32.0,0.0,Neutral,2013,4,22,0,1,0,1
245,1562.5,1579.58,1562.5,1578.78,555077120.0,2013-04-23,90.0,0.0,Neutral,2013,4,23,0,1,0,1
246,1578.78,1583.0,1575.8,1578.79,574951040.0,2013-04-24,120.66666666666669,0.13,Positive,2013,4,24,0,0,1,1
247,1578.93,1592.64,1578.93,1585.16,591309504.0,2013-04-25,100.96296296296296,0.0,Positive,2013,4,25,0,0,1,1
248,1585.16,1585.78,1577.56,1582.24,558080320.0,2013-04-26,122.03846153846152,0.01,Positive,2013,4,26,0,0,1,0
249,1582.34,1596.65,1582.34,1593.61,455326880.0,2013-04-29,157.52941176470588,0.07,Positive,2013,4,29,0,0,1,1
250,1593.58,1597.57,1586.5,1597.57,676820608.0,2013-04-30,323.375,0.04,Positive,2013,4,30,0,0,1,1
251,1597.55,1597.55,1581.28,1582.7,514984544.0,2013-05-01,130.4,0.04,Positive,2013,5,1,0,0,1,0
252,1582.77,1598.6,1582.77,1597.59,464684416.0,2013-05-02,180.35,0.1,Positive,2013,5,2,0,0,1,1
253,1597.6,1618.46,1597.6,1614.42,528213536.0,2013-05-03,131.2,0.11,Positive,2013,5,3,0,0,1,1
254,1614.4,1619.77,1614.21,1617.5,477645664.0,2013-05-06,220.3333333333333,0.13,Positive,2013,5,6,0,0,1,1
255,1617.55,1626.03,1616.64,1625.96,489537536.0,2013-05-07,32.0,-0.030000000000000013,Negative,2013,5,7,1,0,0,1
256,1625.95,1632.78,1622.7,1632.69,516801472.0,2013-05-08,149.75,0.06,Positive,2013,5,8,0,0,1,1
257,1632.69,1635.01,1623.09,1626.67,482900672.0,2013-05-09,193.74193548387092,0.1,Positive,2013,5,9,0,0,1,0
258,1626.69,1633.7,1623.71,1633.7,475475488.0,2013-05-10,304.28,0.09,Positive,2013,5,10,0,0,1,1
259,1632.1,1636.0,1626.74,1633.77,455174880.0,2013-05-13,270.0,0.09,Positive,2013,5,13,0,0,1,1
260,1633.75,1651.1,1633.75,1650.34,529472000.0,2013-05-14,143.75,0.13,Positive,2013,5,14,0,0,1,1
261,1649.13,1661.49,1646.68,1658.78,547590400.0,2013-05-15,234.68,0.04,Positive,2013,5,15,0,0,1,1
262,1658.07,1660.51,1648.6,1650.47,562299328.0,2013-05-16,132.3125,-0.030000000000000013,Negative,2013,5,16,1,0,0,0
263,1652.45,1667.47,1652.45,1667.47,717787392.0,2013-05-17,75.42857142857143,0.13,Positive,2013,5,17,0,0,1,1
264,1665.71,1672.84,1663.52,1666.29,494665952.0,2013-05-20,219.22222222222223,0.02,Positive,2013,5,20,0,0,1,0
265,1666.2,1674.93,1662.67,1669.16,513919040.0,2013-05-21,160.38888888888889,0.04,Positive,2013,5,21,0,0,1,1
266,1669.39,1687.18,1648.86,1655.35,683490432.0,2013-05-22,180.9047619047619,0.03,Positive,2013,5,22,0,0,1,0
267,1651.62,1655.5,1635.53,1650.51,610989376.0,2013-05-23,120.55,0.13,Positive,2013,5,23,0,0,1,0
268,1646.67,1649.78,1636.88,1649.6,449088384.0,2013-05-24,75.125,-0.02,Negative,2013,5,24,1,0,0,0
269,1652.63,1674.21,1652.63,1660.06,554619712.0,2013-05-28,137.92307692307693,0.13,Positive,2013,5,28,0,0,1,1
270,1656.57,1656.57,1640.05,1648.36,511999488.0,2013-05-29,301.0,0.1,Positive,2013,5,29,0,0,1,0
271,1649.14,1661.91,1648.61,1654.41,525967968.0,2013-05-30,131.32142857142858,0.06,Positive,2013,5,30,0,0,1,1
272,1652.13,1658.99,1630.74,1630.74,820550304.0,2013-05-31,279.15384615384613,0.04,Positive,2013,5,31,0,0,1,0
273,1631.71,1640.42,1622.72,1640.42,614601792.0,2013-06-03,150.1,0.0,Positive,2013,6,3,0,0,1,1
274,1640.73,1646.53,1623.62,1631.38,567560832.0,2013-06-04,165.52631578947367,0.07,Positive,2013,6,4,0,0,1,0
275,1629.05,1629.31,1607.09,1608.9,573941056.0,2013-06-05,70.58333333333333,0.13,Positive,2013,6,5,0,0,1,0
276,1609.29,1622.56,1598.23,1622.56,611811968.0,2013-06-06,96.0,0.09,Positive,2013,6,6,0,0,1,1
277,1625.27,1644.4,1625.27,1643.38,588722112.0,2013-06-07,203.7111111111111,0.09,Positive,2013,6,7,0,0,1,1
278,1644.67,1648.69,1639.26,1642.81,446790496.0,2013-06-10,189.77777777777777,0.12,Positive,2013,6,10,0,0,1,0
279,1638.64,1640.13,1622.92,1626.13,494419744.0,2013-06-11,130.3846153846154,0.1,Positive,2013,6,11,0,0,1,0
280,1629.94,1637.71,1610.92,1612.52,496663680.0,2013-06-12,253.53571428571428,0.13,Positive,2013,6,12,0,0,1,0
281,1612.15,1639.25,1608.07,1636.36,508786048.0,2013-06-13,173.7258064516129,0.06,Positive,2013,6,13,0,0,1,1
282,1635.52,1640.8,1623.96,1626.73,454660192.0,2013-06-14,116.89655172413794,0.04,Positive,2013,6,14,0,0,1,0
283,1630.64,1646.5,1630.34,1639.04,517127360.0,2013-06-17,221.38888888888889,0.13,Positive,2013,6,17,0,0,1,1
284,1639.77,1654.19,1639.77,1651.81,468885664.0,2013-06-18,119.77272727272728,0.03,Positive,2013,6,18,0,0,1,1
285,1651.83,1652.45,1628.91,1628.93,564339840.0,2013-06-19,260.5,-0.03,Negative,2013,6,19,1,0,0,0
286,1624.62,1624.62,1584.32,1588.19,783320960.0,2013-06-20,167.41666666666666,0.13,Positive,2013,6,20,0,0,1,0
287,1588.62,1599.19,1577.7,1592.43,820550304.0,2013-06-21,333.90909090909093,0.08,Positive,2013,6,21,0,0,1,1
288,1588.77,1588.77,1560.33,1573.09,700688000.0,2013-06-24,98.5,0.06,Positive,2013,6,24,0,0,1,0
289,1592.27,1606.83,1592.27,1603.26,568844608.0,2013-06-26,79.26666666666667,0.02,Positive,2013,6,26,0,0,1,1
290,1606.44,1620.07,1606.44,1613.2,518668672.0,2013-06-27,128.88888888888889,0.09,Positive,2013,6,27,0,0,1,1
291,1609.78,1626.61,1609.78,1614.96,526115136.0,2013-07-01,366.0,0.06,Positive,2013,7,1,0,0,1,1
292,1614.29,1624.26,1606.77,1614.08,527795648.0,2013-07-02,296.9,0.06,Positive,2013,7,2,0,0,1,0
293,1611.48,1618.97,1604.57,1615.41,303759136.0,2013-07-03,223.20689655172413,0.03,Positive,2013,7,3,0,0,1,1
294,1618.65,1632.07,1614.71,1631.89,430664640.0,2013-07-05,170.0,-0.030000000000000013,Negative,2013,7,5,1,0,0,1
295,1634.2,1644.68,1634.2,1640.46,742917120.0,2013-07-08,217.5,0.12,Positive,2013,7,8,0,0,1,1
296,1643.93,1654.18,1643.93,1652.32,521108576.0,2013-07-09,172.0,0.03,Positive,2013,7,9,0,0,1,1
297,1651.56,1657.92,1647.66,1652.62,509090304.0,2013-07-10,192.10638297872345,0.06,Positive,2013,7,10,0,0,1,1
298,1657.41,1676.63,1657.41,1675.02,566455744.0,2013-07-11,130.36363636363637,-0.0,Negative,2013,7,11,1,0,0,1
299,1675.26,1680.19,1672.33,1680.19,588945728.0,2013-07-12,156.48648648648648,0.05,Positive,2013,7,12,0,0,1,1
300,1679.59,1684.51,1677.89,1682.5,427337632.0,2013-07-15,82.0,0.03,Positive,2013,7,15,0,0,1,1
301,1682.7,1683.73,1671.84,1676.26,476974368.0,2013-07-16,175.37142857142857,0.06,Positive,2013,7,16,0,0,1,0
302,1677.91,1684.75,1677.91,1680.91,566833088.0,2013-07-17,257.5686274509804,0.08,Positive,2013,7,17,0,0,1,1
303,1681.05,1693.12,1681.05,1689.37,539273920.0,2013-07-18,241.9642857142857,0.08,Positive,2013,7,18,0,0,1,1
304,1686.15,1692.09,1684.08,1692.09,770584192.0,2013-07-19,177.51785714285714,0.13,Positive,2013,7,19,0,0,1,1
305,1694.41,1697.61,1690.67,1695.53,502083104.0,2013-07-22,156.75,0.06,Positive,2013,7,22,0,0,1,1
306,1696.63,1698.78,1691.13,1692.39,459706016.0,2013-07-23,117.41666666666669,0.08,Positive,2013,7,23,0,0,1,0
307,1696.06,1698.38,1682.57,1685.94,532656576.0,2013-07-24,103.93548387096774,0.03,Positive,2013,7,24,0,0,1,0
308,1685.21,1690.94,1680.07,1690.25,518129216.0,2013-07-25,97.57142857142856,0.07,Positive,2013,7,25,0,0,1,1
309,1687.31,1691.85,1676.03,1691.65,466156032.0,2013-07-26,114.17647058823528,-0.030000000000000013,Negative,2013,7,26,1,0,0,1
310,1690.32,1690.92,1681.86,1685.33,419819552.0,2013-07-29,186.22222222222223,0.12,Positive,2013,7,29,0,0,1,0
311,1687.92,1693.19,1682.42,1685.96,499839296.0,2013-07-30,193.0857142857143,0.07,Positive,2013,7,30,0,0,1,1
312,1687.76,1698.43,1684.94,1685.73,664419840.0,2013-07-31,179.475,0.06,Positive,2013,7,31,0,0,1,0
313,1689.42,1707.85,1689.42,1706.87,530951104.0,2013-08-01,87.6470588235294,0.08,Positive,2013,8,1,0,0,1,1
314,1706.1,1709.67,1700.68,1709.67,503275552.0,2013-08-02,182.6190476190476,0.08,Positive,2013,8,2,0,0,1,1
315,1708.01,1709.24,1703.55,1707.14,369575840.0,2013-08-05,148.67741935483872,0.1,Positive,2013,8,5,0,0,1,0
316,1705.79,1705.79,1693.29,1697.37,454070400.0,2013-08-06,94.55172413793105,-0.0,Negative,2013,8,6,1,0,0,0
317,1695.3,1695.3,1684.91,1690.91,445614144.0,2013-08-07,118.55172413793105,0.13,Positive,2013,8,7,0,0,1,0
318,1693.35,1700.18,1688.38,1697.48,453654656.0,2013-08-08,110.10526315789474,0.09,Positive,2013,8,8,0,0,1,1
319,1696.1,1699.42,1686.02,1691.42,412941184.0,2013-08-09,182.88888888888889,0.01,Positive,2013,8,9,0,0,1,0
320,1688.37,1691.49,1683.35,1689.47,382142528.0,2013-08-12,296.1764705882353,0.06,Positive,2013,8,12,0,0,1,0
321,1690.65,1696.81,1682.62,1694.16,413884832.0,2013-08-13,281.2307692307692,0.13,Positive,2013,8,13,0,0,1,1
322,1693.88,1695.52,1684.83,1685.39,420471648.0,2013-08-14,325.8421052631579,0.13,Positive,2013,8,14,0,0,1,0
323,1679.61,1679.61,1658.59,1661.32,510318464.0,2013-08-15,269.75,0.11,Positive,2013,8,15,0,0,1,0
324,1661.22,1663.6,1652.61,1655.83,650111744.0,2013-08-16,341.0,0.13,Positive,2013,8,16,0,0,1,0
325,1655.25,1659.18,1645.84,1646.06,442953888.0,2013-08-19,54.333333333333336,-0.030000000000000013,Negative,2013,8,19,1,0,0,0
326,1646.81,1658.92,1646.08,1652.35,436119584.0,2013-08-20,168.0,0.1,Positive,2013,8,20,0,0,1,1
327,1650.66,1656.99,1639.43,1642.8,479892032.0,2013-08-21,128.0,0.13,Positive,2013,8,21,0,0,1,0
328,1645.03,1659.55,1645.03,1656.96,407240096.0,2013-08-22,74.5,0.01,Positive,2013,8,22,0,0,1,1
329,1659.92,1664.85,1654.81,1663.5,454291296.0,2013-08-23,81.22222222222223,-0.01,Negative,2013,8,23,1,0,0,1
330,1664.29,1669.51,1656.02,1656.78,416322368.0,2013-08-26,33.0,0.0,Neutral,2013,8,26,0,1,0,0
331,1652.54,1652.54,1629.05,1630.48,506000064.0,2013-08-27,226.16666666666663,0.04,Positive,2013,8,27,0,0,1,0
332,1630.25,1641.18,1627.47,1634.96,438063040.0,2013-08-28,298.3636363636364,0.07,Positive,2013,8,28,0,0,1,1
333,1633.5,1646.41,1630.88,1638.17,389334848.0,2013-08-29,202.6153846153846,0.11,Positive,2013,8,29,0,0,1,1
334,1638.89,1640.08,1628.05,1632.97,542310528.0,2013-08-30,257.8181818181818,0.13,Positive,2013,8,30,0,0,1,0
335,1635.95,1651.35,1633.41,1639.77,525167808.0,2013-09-03,102.16666666666669,0.13,Positive,2013,9,3,0,0,1,1
336,1640.72,1655.72,1637.41,1653.08,530963712.0,2013-09-04,190.23076923076923,0.13,Positive,2013,9,4,0,0,1,1
337,1653.28,1659.17,1653.07,1655.08,435460128.0,2013-09-05,152.4814814814815,0.04,Positive,2013,9,5,0,0,1,1
338,1657.44,1664.83,1640.62,1655.17,492524608.0,2013-09-06,230.0,0.13,Positive,2013,9,6,0,0,1,1
339,1656.85,1672.4,1656.85,1671.71,440884800.0,2013-09-09,176.9047619047619,0.09,Positive,2013,9,9,0,0,1,1
340,1674.32,1684.09,1674.32,1683.99,499155040.0,2013-09-10,67.4375,0.08,Positive,2013,9,10,0,0,1,1
341,1681.04,1689.13,1678.7,1689.13,484793056.0,2013-09-11,182.5,0.04,Positive,2013,9,11,0,0,1,1
342,1689.21,1689.97,1681.96,1683.42,459040640.0,2013-09-12,113.14285714285714,0.03,Positive,2013,9,12,0,0,1,0
343,1685.04,1688.73,1682.22,1687.99,395148096.0,2013-09-13,189.66666666666663,0.08,Positive,2013,9,13,0,0,1,1
344,1691.7,1704.95,1691.7,1697.6,459764480.0,2013-09-16,177.35714285714286,0.13,Positive,2013,9,16,0,0,1,1
345,1697.73,1705.52,1697.73,1704.76,425239904.0,2013-09-17,97.57142857142856,0.07,Positive,2013,9,17,0,0,1,1
346,1705.74,1729.44,1700.35,1725.52,580426240.0,2013-09-18,117.75757575757576,0.12,Positive,2013,9,18,0,0,1,1
347,1727.34,1729.86,1720.2,1722.34,514394016.0,2013-09-19,112.07692307692308,0.13,Positive,2013,9,19,0,0,1,0
348,1722.44,1725.23,1708.89,1709.91,820550304.0,2013-09-20,142.88235294117646,0.13,Positive,2013,9,20,0,0,1,0
349,1711.44,1711.44,1697.1,1701.84,511866176.0,2013-09-23,217.125,0.05,Positive,2013,9,23,0,0,1,0
350,1702.6,1707.63,1694.9,1697.42,509947392.0,2013-09-24,92.42857142857144,-0.0,Negative,2013,9,24,1,0,0,0
351,1698.02,1701.71,1691.88,1692.77,475587744.0,2013-09-25,159.25,0.0,Positive,2013,9,25,0,0,1,0
352,1694.05,1703.85,1693.11,1698.67,440223488.0,2013-09-26,225.0,0.09,Positive,2013,9,26,0,0,1,1
353,1695.52,1695.52,1687.11,1691.75,489103104.0,2013-09-27,85.09375,0.07,Positive,2013,9,27,0,0,1,0
354,1687.26,1687.26,1674.99,1681.55,629131264.0,2013-09-30,251.23076923076923,0.08,Positive,2013,9,30,0,0,1,0
355,1682.41,1696.55,1682.07,1695.0,462701056.0,2013-10-01,145.0,0.08,Positive,2013,10,1,0,0,1,1
356,1691.9,1693.87,1680.34,1693.87,484326528.0,2013-10-02,95.70370370370372,0.03,Positive,2013,10,2,0,0,1,0
357,1692.35,1692.35,1670.36,1678.66,499857024.0,2013-10-03,157.3125,-0.01,Negative,2013,10,3,1,0,0,0
358,1678.79,1691.94,1677.33,1690.5,440017056.0,2013-10-04,135.17241379310346,0.08,Positive,2013,10,4,0,0,1,1
359,1687.15,1687.15,1674.7,1676.12,425290336.0,2013-10-07,176.7,0.13,Positive,2013,10,7,0,0,1,0
360,1676.22,1676.79,1655.03,1655.45,571411520.0,2013-10-08,173.92592592592592,0.06,Positive,2013,10,8,0,0,1,0
361,1656.99,1662.47,1646.47,1656.4,574130112.0,2013-10-09,352.2,-0.03,Negative,2013,10,9,1,0,0,1
362,1660.88,1692.56,1660.88,1692.56,552177600.0,2013-10-10,253.7058823529412,0.1,Positive,2013,10,10,0,0,1,1
363,1691.09,1703.44,1688.52,1703.2,482553184.0,2013-10-11,168.54545454545453,0.04,Positive,2013,10,11,0,0,1,1
364,1699.86,1711.03,1692.13,1710.14,424196640.0,2013-10-14,164.0,0.07,Positive,2013,10,14,0,0,1,1
365,1709.17,1711.57,1695.93,1698.06,532916160.0,2013-10-15,115.39473684210526,0.04,Positive,2013,10,15,0,0,1,0
366,1700.49,1721.76,1700.49,1721.54,543564800.0,2013-10-16,209.6140350877193,0.08,Positive,2013,10,16,0,0,1,1
367,1720.17,1733.45,1714.12,1733.15,542925248.0,2013-10-17,339.61764705882354,0.02,Positive,2013,10,17,0,0,1,1
368,1736.72,1745.31,1735.74,1744.5,703510848.0,2013-10-18,186.66666666666663,0.06,Positive,2013,10,18,0,0,1,1
369,1745.2,1747.79,1740.67,1744.66,498906016.0,2013-10-21,190.1290322580645,0.11,Positive,2013,10,21,0,0,1,1
370,1746.48,1759.33,1746.48,1754.67,569504384.0,2013-10-22,128.70731707317074,0.08,Positive,2013,10,22,0,0,1,1
371,1752.27,1752.27,1740.5,1746.38,533654080.0,2013-10-23,310.0,0.06,Positive,2013,10,23,0,0,1,0
372,1747.48,1753.94,1745.5,1752.07,525480416.0,2013-10-24,283.3448275862069,0.07,Positive,2013,10,24,0,0,1,1
373,1756.01,1759.82,1752.45,1759.77,541907712.0,2013-10-25,261.17857142857144,0.04,Positive,2013,10,25,0,0,1,1
374,1759.42,1764.99,1757.67,1762.11,579556608.0,2013-10-28,161.6086956521739,0.11,Positive,2013,10,28,0,0,1,1
375,1762.93,1772.09,1762.93,1771.95,501806208.0,2013-10-29,166.91666666666666,0.08,Positive,2013,10,29,0,0,1,1
376,1772.27,1775.22,1757.24,1763.31,480263712.0,2013-10-30,234.46153846153845,0.08,Positive,2013,10,30,0,0,1,0
377,1763.24,1768.53,1755.72,1756.54,635805632.0,2013-10-31,157.03125,0.03,Positive,2013,10,31,0,0,1,0
378,1758.7,1765.67,1752.7,1761.64,549504320.0,2013-11-01,202.08510638297872,0.06,Positive,2013,11,1,0,0,1,1
379,1763.4,1768.78,1761.56,1767.93,431930880.0,2013-11-04,155.46969696969697,0.04,Positive,2013,11,4,0,0,1,1
380,1765.67,1767.03,1755.76,1762.97,487444064.0,2013-11-05,194.4431818181818,0.02,Positive,2013,11,5,0,0,1,0
381,1765.0,1773.74,1764.4,1770.49,499953728.0,2013-11-06,173.0754716981132,0.1,Positive,2013,11,6,0,0,1,1
382,1770.74,1774.54,1746.2,1747.15,602191296.0,2013-11-07,132.25925925925927,0.06,Positive,2013,11,7,0,0,1,0
383,1748.37,1770.78,1747.63,1770.61,575603648.0,2013-11-08,150.04545454545453,0.07,Positive,2013,11,8,0,0,1,1
384,1769.96,1773.44,1767.85,1771.89,388547616.0,2013-11-11,275.95,0.05,Positive,2013,11,11,0,0,1,1
385,1769.51,1771.78,1762.29,1767.69,457417792.0,2013-11-12,163.46774193548387,0.13,Positive,2013,11,12,0,0,1,0
386,1764.37,1782.0,1760.64,1782.0,528086784.0,2013-11-13,204.672131147541,0.08,Positive,2013,11,13,0,0,1,1
387,1782.75,1791.53,1780.22,1790.62,526450144.0,2013-11-14,178.31746031746033,0.0,Positive,2013,11,14,0,0,1,1
388,1790.66,1798.22,1790.66,1798.18,668120320.0,2013-11-15,133.23809523809524,0.13,Positive,2013,11,15,0,0,1,1
389,1798.82,1802.33,1788.0,1791.53,496627680.0,2013-11-18,203.14545454545456,0.04,Positive,2013,11,18,0,0,1,0
390,1790.79,1795.51,1784.72,1787.87,471416992.0,2013-11-19,196.0625,0.04,Positive,2013,11,19,0,0,1,0
391,1789.59,1795.73,1777.23,1781.37,486419488.0,2013-11-20,164.23684210526315,0.13,Positive,2013,11,20,0,0,1,0
392,1783.52,1797.16,1783.52,1795.85,501020576.0,2013-11-21,190.6829268292683,0.08,Positive,2013,11,21,0,0,1,1
393,1797.21,1804.84,1794.7,1804.76,450318016.0,2013-11-22,101.59375,0.07,Positive,2013,11,22,0,0,1,1
394,1806.33,1808.1,1800.58,1802.48,482740864.0,2013-11-25,143.28301886792454,0.08,Positive,2013,11,25,0,0,1,0
395,1802.87,1808.42,1800.77,1802.75,566536576.0,2013-11-26,174.26666666666668,0.03,Positive,2013,11,26,0,0,1,1
396,1803.48,1808.27,1802.77,1807.23,380423904.0,2013-11-27,162.125,0.11,Positive,2013,11,27,0,0,1,1
397,1808.69,1813.55,1803.98,1805.81,357478752.0,2013-11-29,240.48,0.02,Positive,2013,11,29,0,0,1,0
398,1806.55,1810.02,1798.6,1800.9,470156032.0,2013-12-02,184.10294117647052,0.13,Positive,2013,12,2,0,0,1,0
399,1800.1,1800.1,1787.85,1795.15,535826848.0,2013-12-03,239.1864406779661,0.09,Positive,2013,12,3,0,0,1,0
400,1793.15,1799.8,1779.09,1792.81,591186240.0,2013-12-04,300.27777777777777,0.09,Positive,2013,12,4,0,0,1,0
401,1792.82,1792.82,1783.38,1785.03,576708544.0,2013-12-05,250.41176470588235,0.13,Positive,2013,12,5,0,0,1,0
402,1788.36,1806.04,1788.36,1805.09,516851968.0,2013-12-06,226.123595505618,0.04,Positive,2013,12,6,0,0,1,1
403,1806.21,1811.52,1806.21,1808.37,495544640.0,2013-12-09,163.56603773584905,0.1,Positive,2013,12,9,0,0,1,1
404,1807.6,1808.52,1801.75,1802.62,484093248.0,2013-12-10,218.808,0.08,Positive,2013,12,10,0,0,1,0
405,1802.76,1802.97,1780.09,1782.22,561170112.0,2013-12-11,232.9212121212121,0.06,Positive,2013,12,11,0,0,1,0
406,1781.71,1782.99,1772.28,1775.5,527653440.0,2013-12-12,284.1454545454545,0.05,Positive,2013,12,12,0,0,1,0
407,1777.98,1780.92,1772.45,1775.32,450441536.0,2013-12-13,251.37254901960785,0.1,Positive,2013,12,13,0,0,1,0
408,1777.48,1792.22,1777.48,1786.54,537011904.0,2013-12-16,253.493670886076,0.08,Positive,2013,12,16,0,0,1,1
409,1786.47,1786.77,1777.05,1781.0,513352160.0,2013-12-17,213.38571428571427,0.09,Positive,2013,12,17,0,0,1,0
410,1781.46,1811.08,1767.99,1810.65,702164224.0,2013-12-18,224.06944444444449,0.07,Positive,2013,12,18,0,0,1,1
411,1809.0,1810.88,1801.35,1809.6,518257792.0,2013-12-19,226.36184210526315,0.11,Positive,2013,12,19,0,0,1,0
412,1810.39,1823.75,1810.25,1818.32,820550304.0,2013-12-20,141.20143884892087,0.1,Positive,2013,12,20,0,0,1,1
413,1822.92,1829.75,1822.92,1827.99,439203200.0,2013-12-23,207.67605633802816,0.13,Positive,2013,12,23,0,0,1,1
414,1828.02,1833.32,1828.02,1833.32,296951200.0,2013-12-24,192.65714285714284,0.12,Positive,2013,12,24,0,0,1,1
415,1834.96,1842.84,1834.96,1842.02,298737280.0,2013-12-26,266.9117647058824,0.04,Positive,2013,12,26,0,0,1,1
416,1842.97,1844.89,1839.81,1841.4,296951200.0,2013-12-27,227.0344827586207,0.12,Positive,2013,12,27,0,0,1,0
417,1841.47,1842.47,1838.77,1841.07,308193088.0,2013-12-30,191.2142857142857,0.13,Positive,2013,12,30,0,0,1,0
418,1842.61,1849.44,1842.41,1848.36,399844768.0,2013-12-31,178.02941176470588,0.13,Positive,2013,12,31,0,0,1,1
419,1845.86,1845.86,1827.74,1831.98,463338432.0,2014-01-02,205.3059701492537,0.03,Positive,2014,1,2,0,0,1,0
420,1833.21,1838.24,1829.13,1831.37,399831232.0,2014-01-03,265.4769230769231,0.1,Positive,2014,1,3,0,0,1,0
421,1832.31,1837.16,1823.73,1826.77,500749376.0,2014-01-06,193.8709677419355,0.07,Positive,2014,1,6,0,0,1,0
422,1828.71,1840.1,1828.71,1837.88,508596672.0,2014-01-07,226.6938775510204,0.11,Positive,2014,1,7,0,0,1,1
423,1837.9,1840.02,1831.4,1837.49,589383168.0,2014-01-08,210.34117647058824,0.09,Positive,2014,1,8,0,0,1,0
424,1839.0,1843.23,1830.38,1838.13,529520704.0,2014-01-09,218.81690140845072,0.13,Positive,2014,1,9,0,0,1,1
425,1840.06,1843.15,1832.43,1842.37,491739072.0,2014-01-10,129.09473684210528,0.09,Positive,2014,1,10,0,0,1,1
